building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
apartment,375000,2021,justrenovated,gas,3,Vlaams Brabant
house,398000,2002,justrenovated,gas,3,Vlaams Brabant
house,425000,1952,good,gas,3,Vlaams Brabant
house,425000,1972,good,gas,4,Vlaams Brabant
house,429000,1979,good,electric,3,Vlaams Brabant
apartment,285000,1974,good,electric,2,Vlaams Brabant
apartment,285000,1977,good,gas,2,Vlaams Brabant
house,385000,1966,good,fueloil,3,Vlaams Brabant
house,459000,1954,torenovate,gas,6,Vlaams Brabant
house,425000,1952,good,fueloil,6,Vlaams Brabant
house,799000,2022,justrenovated,pellet,7,Vlaams Brabant
house,750000,1954,good,gas,3,Vlaams Brabant
house,439000,1961,good,fueloil,2,Vlaams Brabant
house,695000,1949,good,gas,3,Vlaams Brabant
apartment,180000,1966,torenovate,fueloil,2,Vlaams Brabant
apartment,185000,1970,good,gas,2,Vlaams Brabant
apartment,198000,1930,justrenovated,gas,1,Vlaams Brabant
apartment,210000,1971,justrenovated,gas,2,Vlaams Brabant
house,530000,1990,good,gas,4,Vlaams Brabant
apartment,215000,1991,good,gas,2,Vlaams Brabant
house,425000,2003,justrenovated,gas,3,Vlaams Brabant
house,395000,1930,good,gas,3,Vlaams Brabant
apartment,125000,2009,justrenovated,gas,1,Vlaams Brabant
apartment,300000,2021,justrenovated,gas,2,Vlaams Brabant
house,399000,1965,torenovate,fueloil,2,Vlaams Brabant
house,510000,1935,justrenovated,gas,3,Vlaams Brabant
house,449000,1963,good,fueloil,3,Vlaams Brabant
apartment,290000,1990,good,gas,2,Vlaams Brabant
apartment,360000,1997,justrenovated,gas,2,Vlaams Brabant
house,710000,1996,good,gas,4,Vlaams Brabant
apartment,395000,1989,good,electric,2,Vlaams Brabant
apartment,395000,1990,good,gas,2,Vlaams Brabant
house,450000,1969,good,fueloil,6,Vlaams Brabant
apartment,398000,2015,justrenovated,gas,2,Vlaams Brabant
house,465000,1972,good,gas,4,Vlaams Brabant
apartment,389000,2005,justrenovated,gas,3,Vlaams Brabant
house,649000,1992,good,gas,6,Vlaams Brabant
house,630000,1900,justrenovated,gas,4,Vlaams Brabant
apartment,275000,1975,justrenovated,gas,2,Vlaams Brabant
house,210000,1950,torenovate,electric,1,Vlaams Brabant
house,449000,1900,good,gas,3,Vlaams Brabant
apartment,199000,1991,justrenovated,gas,1,Vlaams Brabant
house,295000,1955,torenovate,fueloil,3,Vlaams Brabant
house,399000,1970,good,gas,4,Vlaams Brabant
house,550000,1970,good,gas,2,Vlaams Brabant
house,590000,1979,good,fueloil,3,Vlaams Brabant
house,564000,2022,good,gas,3,Vlaams Brabant
apartment,270000,2009,justrenovated,gas,2,Vlaams Brabant
house,439000,1960,justrenovated,fueloil,3,Vlaams Brabant
house,700000,1990,good,gas,5,Vlaams Brabant
house,700000,1990,good,gas,5,Vlaams Brabant
apartment,275000,1995,good,electric,2,Vlaams Brabant
house,395000,1947,torenovate,gas,4,Vlaams Brabant
house,385000,1991,good,gas,2,Vlaams Brabant
apartment,680000,1989,good,gas,4,Vlaams Brabant
house,290000,1961,torenovate,gas,3,Vlaams Brabant
apartment,169000,1960,torenovate,gas,2,Vlaams Brabant
house,369000,1900,torenovate,gas,3,Vlaams Brabant
house,285000,1965,good,gas,3,Vlaams Brabant
house,340000,1977,good,fueloil,3,Vlaams Brabant
house,265000,1958,torenovate,electric,3,Vlaams Brabant
apartment,229000,1968,good,fueloil,1,Vlaams Brabant
house,240000,1967,torenovate,gas,3,Vlaams Brabant
house,345000,1850,good,gas,3,Vlaams Brabant
apartment,295000,1965,good,gas,2,Vlaams Brabant
apartment,295000,1965,good,gas,2,Vlaams Brabant
apartment,210000,1969,torenovate,gas,1,Vlaams Brabant
house,330000,1900,good,gas,2,Vlaams Brabant
house,369000,1938,torenovate,gas,4,Vlaams Brabant
house,430000,1991,torenovate,gas,4,Vlaams Brabant
apartment,285000,1920,torenovate,gas,3,Vlaams Brabant
apartment,299000,2001,justrenovated,gas,3,Vlaams Brabant
apartment,325000,2014,justrenovated,gas,3,Vlaams Brabant
apartment,335000,2007,good,gas,2,Vlaams Brabant
apartment,595000,2012,good,gas,3,Vlaams Brabant
apartment,595000,2012,good,gas,3,Vlaams Brabant
apartment,695000,2009,justrenovated,gas,2,Vlaams Brabant
house,375000,1977,good,gas,4,Vlaams Brabant
house,549000,1971,good,fueloil,4,Vlaams Brabant
house,465000,1967,torenovate,fueloil,4,Vlaams Brabant
apartment,199000,1968,torenovate,gas,2,Vlaams Brabant
house,425000,2001,good,gas,3,Vlaams Brabant
house,599000,1932,justrenovated,gas,4,Vlaams Brabant
house,599000,1977,torenovate,gas,4,Vlaams Brabant
house,445000,1972,torenovate,gas,3,Vlaams Brabant
house,385000,1953,good,gas,3,Vlaams Brabant
house,439000,1960,justrenovated,fueloil,3,Vlaams Brabant
house,525000,1951,good,gas,3,Vlaams Brabant
apartment,285000,1920,torenovate,gas,3,Vlaams Brabant
house,325000,1965,torenovate,fueloil,3,Vlaams Brabant
apartment,210000,1963,torenovate,gas,2,Vlaams Brabant
house,399000,1971,good,gas,4,Vlaams Brabant
apartment,224000,2017,good,gas,1,Vlaams Brabant
house,485000,1918,good,gas,6,Vlaams Brabant
house,650000,1973,good,electric,4,Vlaams Brabant
house,440000,1967,justrenovated,electric,3,Vlaams Brabant
apartment,276000,2013,justrenovated,gas,2,Vlaams Brabant
house,545000,1899,good,gas,3,Vlaams Brabant
house,430000,1930,good,gas,4,Vlaams Brabant
apartment,315000,2018,good,gas,2,Vlaams Brabant
apartment,319000,2004,good,gas,2,Vlaams Brabant
apartment,209000,1940,good,gas,1,Vlaams Brabant
apartment,264000,1996,good,electric,2,Vlaams Brabant
apartment,287500,2023,justrenovated,gas,2,Vlaams Brabant
house,419000,1965,good,gas,4,Vlaams Brabant
apartment,249000,1971,torenovate,fueloil,2,Vlaams Brabant
apartment,270000,1998,good,electric,2,Vlaams Brabant
apartment,340000,1977,good,electric,2,Vlaams Brabant
apartment,385000,1960,torenovate,gas,2,Vlaams Brabant
house,239000,1959,torenovate,fueloil,4,Vlaams Brabant
house,285000,1940,torenovate,fueloil,3,Vlaams Brabant
house,447000,1985,torenovate,electric,3,Vlaams Brabant
house,630000,1970,justrenovated,gas,4,Vlaams Brabant
house,529000,2013,good,gas,3,Vlaams Brabant
apartment,245000,1994,good,gas,2,Vlaams Brabant
apartment,255000,1970,justrenovated,gas,2,Vlaams Brabant
apartment,462000,2001,good,gas,2,Vlaams Brabant
apartment,325000,2012,good,gas,3,Vlaams Brabant
apartment,265000,2009,good,gas,2,Vlaams Brabant
apartment,259000,2007,good,gas,2,Vlaams Brabant
apartment,430000,2022,justrenovated,gas,3,Vlaams Brabant
apartment,545000,1951,justrenovated,gas,3,Vlaams Brabant
house,695000,1965,good,gas,4,Vlaams Brabant
house,549000,1930,torenovate,fueloil,3,Vlaams Brabant
apartment,184000,1969,torenovate,gas,1,Vlaams Brabant
apartment,184000,1969,torenovate,gas,1,Vlaams Brabant
apartment,279000,2020,good,gas,1,Vlaams Brabant
apartment,185000,1969,good,fueloil,2,Vlaams Brabant
house,480000,1963,justrenovated,gas,3,Vlaams Brabant
house,460000,1993,good,gas,4,Vlaams Brabant
apartment,219000,1973,good,fueloil,1,Vlaams Brabant
apartment,225000,2005,justrenovated,gas,1,Vlaams Brabant
house,365000,1935,justrenovated,gas,4,Vlaams Brabant
house,498000,1957,good,gas,2,Vlaams Brabant
house,415000,1934,good,gas,4,Vlaams Brabant
house,425000,1976,good,gas,3,Vlaams Brabant
house,320000,1950,torenovate,gas,2,Vlaams Brabant
apartment,249000,2010,good,gas,2,Vlaams Brabant
house,375000,1968,torenovate,fueloil,4,Vlaams Brabant
house,279000,1919,good,gas,3,Vlaams Brabant
apartment,299000,2003,justrenovated,gas,3,Vlaams Brabant
house,338000,1935,justrenovated,gas,3,Vlaams Brabant
house,363000,1918,torenovate,gas,3,Vlaams Brabant
apartment,249000,1850,good,gas,1,Vlaams Brabant
apartment,410000,2007,good,gas,2,Vlaams Brabant
apartment,295000,1995,justrenovated,gas,2,Vlaams Brabant
house,725000,1972,torenovate,gas,5,Vlaams Brabant
apartment,310000,1993,good,gas,2,Vlaams Brabant
house,549000,1961,torenovate,gas,3,Vlaams Brabant
house,529000,1987,justrenovated,gas,4,Vlaams Brabant
apartment,390000,1973,justrenovated,fueloil,2,Vlaams Brabant
house,750000,1950,good,gas,4,Vlaams Brabant
house,340000,1968,torenovate,fueloil,3,Vlaams Brabant
apartment,259500,1963,torenovate,gas,2,Vlaams Brabant
apartment,240000,1975,justrenovated,gas,2,Vlaams Brabant
apartment,265000,1989,good,gas,2,Vlaams Brabant
house,350300,2023,justrenovated,gas,3,Vlaams Brabant
apartment,229000,1920,torenovate,gas,4,Vlaams Brabant
apartment,355000,1900,justrenovated,gas,1,Vlaams Brabant
house,585000,1990,torenovate,gas,5,Vlaams Brabant
house,570000,1988,good,electric,4,Vlaams Brabant
house,569000,1997,good,gas,4,Vlaams Brabant
house,375000,1969,good,fueloil,3,Vlaams Brabant
house,525000,1949,good,gas,4,Vlaams Brabant
house,595000,1952,justrenovated,gas,3,Vlaams Brabant
house,300000,1969,good,fueloil,6,Vlaams Brabant
house,495000,1960,good,fueloil,3,Vlaams Brabant
apartment,209000,1960,torenovate,gas,2,Vlaams Brabant
apartment,215000,1960,torenovate,gas,2,Vlaams Brabant
house,475000,1983,torenovate,gas,3,Vlaams Brabant
house,490000,1977,justrenovated,electric,3,Vlaams Brabant
apartment,227000,1969,good,fueloil,2,Vlaams Brabant
apartment,229000,1920,good,gas,2,Vlaams Brabant
house,490000,1969,torenovate,gas,3,Vlaams Brabant
apartment,179000,1973,good,gas,2,Vlaams Brabant
apartment,289000,2006,justrenovated,gas,2,Vlaams Brabant
apartment,285500,2023,justrenovated,gas,2,Vlaams Brabant
apartment,269000,1957,torenovate,gas,2,Vlaams Brabant
house,308000,1969,good,gas,3,Vlaams Brabant
apartment,299000,1955,good,gas,2,Vlaams Brabant
apartment,299000,1994,good,electric,3,Vlaams Brabant
house,795000,1958,good,gas,4,Vlaams Brabant
apartment,325000,2014,justrenovated,gas,2,Vlaams Brabant
apartment,329000,2015,good,gas,2,Vlaams Brabant
apartment,362000,2016,justrenovated,gas,2,Vlaams Brabant
house,374000,1932,good,fueloil,2,Vlaams Brabant
apartment,383000,1990,justrenovated,gas,5,Vlaams Brabant
apartment,385000,1975,torenovate,gas,2,Vlaams Brabant
apartment,445000,2015,justrenovated,gas,3,Vlaams Brabant
apartment,445000,2013,good,gas,2,Vlaams Brabant
apartment,445000,2013,good,gas,2,Vlaams Brabant
house,745000,1990,torenovate,gas,6,Vlaams Brabant
house,650000,1930,good,gas,6,Vlaams Brabant
house,210000,1978,torenovate,gas,4,Vlaams Brabant
house,625000,2003,good,gas,3,Vlaams Brabant
apartment,385000,1988,torenovate,gas,4,Vlaams Brabant
apartment,480000,2010,good,gas,2,Vlaams Brabant
apartment,480000,2010,good,gas,2,Vlaams Brabant
apartment,595000,2010,good,gas,3,Vlaams Brabant
apartment,137500,1931,torenovate,gas,1,Vlaams Brabant
house,450000,1930,torenovate,gas,4,Vlaams Brabant
house,450000,1953,torenovate,gas,4,Vlaams Brabant
apartment,179000,1931,torenovate,gas,2,Vlaams Brabant
house,508000,2019,justrenovated,gas,3,Vlaams Brabant
house,445000,1969,torenovate,fueloil,2,Vlaams Brabant
house,485000,1966,good,gas,3,Vlaams Brabant
apartment,315000,2017,good,gas,2,Vlaams Brabant
apartment,110000,2010,justrenovated,electric,1,Vlaams Brabant
house,450000,1930,torenovate,gas,4,Vlaams Brabant
apartment,375000,2003,justrenovated,gas,2,Vlaams Brabant
house,425000,1969,torenovate,gas,3,Vlaams Brabant
apartment,420000,2000,good,gas,3,Vlaams Brabant
house,395000,1966,torenovate,gas,4,Vlaams Brabant
house,395000,1951,torenovate,gas,2,Vlaams Brabant
house,395000,1930,torenovate,gas,3,Vlaams Brabant
house,375000,1950,torenovate,gas,2,Vlaams Brabant
apartment,744000,2016,justrenovated,gas,2,Vlaams Brabant
apartment,325000,1977,good,gas,2,Vlaams Brabant
house,425000,1957,good,fueloil,3,Vlaams Brabant
house,460000,1959,good,gas,2,Vlaams Brabant
apartment,278000,2021,good,gas,2,Vlaams Brabant
house,776000,1961,torenovate,gas,8,Vlaams Brabant
apartment,350000,1978,good,gas,3,Vlaams Brabant
house,440000,2022,good,gas,5,Vlaams Brabant
apartment,365000,1973,justrenovated,gas,2,Vlaams Brabant
apartment,320000,2016,good,gas,2,Vlaams Brabant
apartment,239000,1979,torenovate,gas,2,Vlaams Brabant
apartment,291293,2019,good,gas,1,Vlaams Brabant
house,599000,1964,torenovate,gas,4,Vlaams Brabant
house,790000,1946,justrenovated,gas,3,Vlaams Brabant
apartment,260000,1992,good,gas,2,Vlaams Brabant
apartment,325000,1975,good,fueloil,2,Vlaams Brabant
house,579000,1974,torenovate,gas,2,Vlaams Brabant
apartment,370000,2020,justrenovated,gas,2,Vlaams Brabant
house,550000,1974,good,gas,3,Vlaams Brabant
apartment,266250,2021,good,gas,2,Vlaams Brabant
house,595000,2012,good,gas,3,Vlaams Brabant
house,795000,1976,torenovate,fueloil,4,Vlaams Brabant
house,425000,1919,good,gas,4,Vlaams Brabant
apartment,345000,2015,justrenovated,gas,2,Vlaams Brabant
house,558500,2022,good,gas,3,Vlaams Brabant
house,455000,2022,justrenovated,gas,4,Vlaams Brabant
house,425000,2022,good,gas,4,Vlaams Brabant
apartment,110000,2010,good,electric,1,Vlaams Brabant
apartment,259000,2021,good,gas,1,Vlaams Brabant
apartment,339000,2005,justrenovated,gas,2,Vlaams Brabant
apartment,695000,1974,good,gas,4,Vlaams Brabant
house,295000,1934,torenovate,fueloil,3,Vlaams Brabant
house,205000,1931,torenovate,gas,3,Vlaams Brabant
house,500000,1972,good,fueloil,4,Vlaams Brabant
house,695000,1959,torenovate,gas,7,Vlaams Brabant
apartment,259000,2019,justrenovated,gas,1,Vlaams Brabant
house,625000,1988,justrenovated,gas,5,Vlaams Brabant
apartment,690000,2017,justrenovated,gas,3,Vlaams Brabant
house,299000,1911,torenovate,gas,2,Vlaams Brabant
house,395000,1964,good,gas,3,Vlaams Brabant
house,365000,1958,torenovate,fueloil,3,Vlaams Brabant
apartment,350000,2015,justrenovated,gas,3,Vlaams Brabant
house,410000,1960,torenovate,fueloil,4,Vlaams Brabant
house,360000,1932,good,gas,3,Vlaams Brabant
apartment,695000,1930,good,gas,4,Vlaams Brabant
apartment,695000,1930,good,gas,4,Vlaams Brabant
apartment,385000,1960,torenovate,gas,2,Vlaams Brabant
apartment,199000,1991,justrenovated,gas,1,Vlaams Brabant
apartment,465000,1999,justrenovated,gas,3,Vlaams Brabant
apartment,320000,2008,justrenovated,gas,2,Vlaams Brabant
apartment,278000,2013,good,gas,3,Vlaams Brabant
apartment,256000,2022,good,gas,2,Vlaams Brabant
apartment,262000,2022,good,gas,2,Vlaams Brabant
apartment,263000,2022,good,gas,2,Vlaams Brabant
house,299000,1930,good,gas,3,Vlaams Brabant
house,279000,1932,torenovate,gas,2,Vlaams Brabant
house,342500,1980,torenovate,electric,2,Vlaams Brabant
apartment,760000,2013,justrenovated,gas,3,Vlaams Brabant
house,269000,1930,good,gas,3,Vlaams Brabant
house,195000,1955,good,gas,2,Vlaams Brabant
house,495000,1974,torenovate,gas,3,Vlaams Brabant
house,749000,1989,good,gas,2,Vlaams Brabant
house,365000,1936,good,gas,3,Vlaams Brabant
apartment,245000,1960,torenovate,gas,2,Vlaams Brabant
apartment,265000,1968,good,gas,2,Vlaams Brabant
house,490000,2022,good,gas,3,Vlaams Brabant
apartment,310000,2020,good,gas,2,Vlaams Brabant
house,395000,1960,justrenovated,gas,3,Vlaams Brabant
house,375000,1985,good,electric,3,Vlaams Brabant
house,375000,1985,good,electric,3,Vlaams Brabant
house,129500,1954,good,gas,3,Vlaams Brabant
house,571000,2022,good,gas,3,Vlaams Brabant
apartment,170000,1960,torenovate,gas,2,Vlaams Brabant
apartment,239000,2018,good,gas,1,Vlaams Brabant
house,280000,1946,torenovate,gas,4,Vlaams Brabant
house,399000,1984,good,fueloil,3,Vlaams Brabant
apartment,169000,1973,justrenovated,fueloil,1,Vlaams Brabant
apartment,169000,1960,torenovate,gas,2,Vlaams Brabant
apartment,170000,1960,torenovate,gas,2,Vlaams Brabant
house,302000,1933,justrenovated,gas,3,Vlaams Brabant
apartment,185000,1969,torenovate,gas,2,Vlaams Brabant
apartment,219000,1979,torenovate,gas,2,Vlaams Brabant
house,390000,1930,justrenovated,gas,3,Vlaams Brabant
house,200000,1946,torenovate,gas,3,Vlaams Brabant
apartment,229000,1968,justrenovated,gas,1,Vlaams Brabant
apartment,159000,1993,good,electric,1,Vlaams Brabant
apartment,175000,1976,good,fueloil,1,Vlaams Brabant
apartment,188000,1970,torenovate,gas,2,Vlaams Brabant
apartment,198000,1972,torenovate,fueloil,1,Vlaams Brabant
house,349000,1967,justrenovated,gas,2,Vlaams Brabant
apartment,224000,2017,good,gas,1,Vlaams Brabant
apartment,235000,1996,good,gas,1,Vlaams Brabant
house,349000,1967,justrenovated,gas,2,Vlaams Brabant
apartment,195000,1993,torenovate,electric,1,Vlaams Brabant
house,619000,1992,good,electric,3,Vlaams Brabant
house,545000,1899,good,gas,3,Vlaams Brabant
house,459000,2003,torenovate,gas,2,Vlaams Brabant
house,215000,1953,torenovate,gas,2,Vlaams Brabant
apartment,199000,2005,good,gas,1,Vlaams Brabant
apartment,229000,1989,good,electric,2,Vlaams Brabant
apartment,279000,2017,good,gas,1,Vlaams Brabant
house,275000,1930,torenovate,gas,3,Vlaams Brabant
apartment,325000,2014,good,gas,2,Vlaams Brabant
apartment,335000,2008,good,electric,2,Vlaams Brabant
house,465000,1985,justrenovated,gas,3,Vlaams Brabant
apartment,159000,1978,good,gas,1,Vlaams Brabant
apartment,239000,1959,good,gas,1,Vlaams Brabant
house,275000,1939,good,gas,4,Vlaams Brabant
house,399000,1980,good,gas,4,Vlaams Brabant
house,85000,1952,torenovate,fueloil,3,Vlaams Brabant
house,265000,1950,torenovate,gas,3,Vlaams Brabant
apartment,345000,1973,good,fueloil,3,Vlaams Brabant
apartment,319000,2017,good,gas,2,Vlaams Brabant
house,549000,1975,good,gas,4,Vlaams Brabant
apartment,264000,1996,good,electric,2,Vlaams Brabant
apartment,339000,2013,justrenovated,gas,2,Vlaams Brabant
apartment,374000,2011,good,gas,2,Vlaams Brabant
house,545000,1899,good,gas,3,Vlaams Brabant
apartment,780000,2020,justrenovated,gas,3,Vlaams Brabant
house,480000,1969,justrenovated,gas,4,Vlaams Brabant
house,525000,1956,justrenovated,gas,4,Vlaams Brabant
house,427000,1988,good,fueloil,3,Vlaams Brabant
house,400000,1965,torenovate,gas,2,Vlaams Brabant
house,419000,1969,good,gas,3,Vlaams Brabant
apartment,258000,2013,good,gas,2,Vlaams Brabant
apartment,425000,1960,torenovate,gas,2,Vlaams Brabant
house,290000,1939,justrenovated,gas,2,Vlaams Brabant
house,295000,1964,torenovate,fueloil,3,Vlaams Brabant
house,325000,1958,torenovate,gas,3,Vlaams Brabant
house,299000,1968,good,fueloil,3,Vlaams Brabant
house,735000,1975,torenovate,gas,5,Vlaams Brabant
house,665000,1973,torenovate,fueloil,4,Vlaams Brabant
apartment,215000,1991,justrenovated,gas,1,Vlaams Brabant
house,565000,2000,justrenovated,gas,3,Vlaams Brabant
house,385000,1977,good,fueloil,4,Vlaams Brabant
house,269000,1935,torenovate,gas,2,Vlaams Brabant
apartment,299000,1964,good,gas,2,Vlaams Brabant
house,277000,1987,good,fueloil,2,Vlaams Brabant
apartment,285000,2007,justrenovated,gas,2,Vlaams Brabant
house,289000,1959,justrenovated,fueloil,2,Vlaams Brabant
apartment,448000,2021,justrenovated,gas,2,Vlaams Brabant
house,539000,1918,good,gas,5,Vlaams Brabant
house,520000,1979,justrenovated,gas,5,Vlaams Brabant
house,298000,1920,justrenovated,gas,3,Vlaams Brabant
apartment,480000,1963,justrenovated,gas,3,Vlaams Brabant
house,300000,1973,torenovate,fueloil,2,Vlaams Brabant
apartment,252000,2022,good,gas,2,Vlaams Brabant
house,239000,1932,justrenovated,gas,3,Vlaams Brabant
apartment,486000,2020,justrenovated,electric,3,Vlaams Brabant
apartment,505000,2020,justrenovated,electric,3,Vlaams Brabant
house,412000,1996,good,electric,3,Vlaams Brabant
house,549000,1998,good,gas,4,Vlaams Brabant
house,399000,1929,good,gas,4,Vlaams Brabant
house,499000,1970,justrenovated,fueloil,3,Vlaams Brabant
house,369000,1984,good,gas,3,Vlaams Brabant
house,320000,1950,good,gas,3,Vlaams Brabant
house,335000,1958,torenovate,fueloil,3,Vlaams Brabant
house,539000,1918,good,gas,5,Vlaams Brabant
house,395000,1964,torenovate,fueloil,4,Vlaams Brabant
house,549000,1988,torenovate,gas,5,Vlaams Brabant
house,459000,1960,justrenovated,fueloil,4,Vlaams Brabant
house,695000,1960,good,fueloil,4,Vlaams Brabant
house,695000,1959,justrenovated,gas,4,Vlaams Brabant
house,650000,1973,justrenovated,gas,5,Vlaams Brabant
house,649000,1930,torenovate,gas,5,Vlaams Brabant
house,419500,1994,justrenovated,gas,3,Vlaams Brabant
house,645000,1976,good,gas,4,Vlaams Brabant
house,460000,1918,good,fueloil,3,Vlaams Brabant
house,499000,1970,justrenovated,gas,3,Vlaams Brabant
house,343750,2023,justrenovated,solar,3,Vlaams Brabant
apartment,199000,2009,justrenovated,gas,1,Vlaams Brabant
house,449000,1975,torenovate,electric,5,Vlaams Brabant
house,299000,1930,torenovate,gas,3,Vlaams Brabant
house,239000,1959,good,fueloil,3,Vlaams Brabant
house,239000,1938,torenovate,gas,3,Vlaams Brabant
house,403950,2021,justrenovated,gas,3,Vlaams Brabant
house,369000,1965,torenovate,fueloil,3,Vlaams Brabant
house,385000,1933,justrenovated,gas,3,Vlaams Brabant
house,495000,1900,good,gas,2,Vlaams Brabant
house,595000,1971,justrenovated,gas,4,Vlaams Brabant
house,235000,1969,justrenovated,gas,2,Vlaams Brabant
house,235000,1969,justrenovated,gas,2,Vlaams Brabant
house,585000,2005,good,fueloil,4,Vlaams Brabant
house,375000,1920,torenovate,gas,4,Vlaams Brabant
house,249000,1936,torenovate,gas,2,Vlaams Brabant
house,330000,1954,torenovate,gas,3,Vlaams Brabant
house,330000,1972,good,electric,3,Vlaams Brabant
apartment,298000,2022,good,gas,2,Vlaams Brabant
house,349000,1899,torenovate,fueloil,4,Vlaams Brabant
apartment,293850,2022,justrenovated,gas,2,Vlaams Brabant
house,450000,1970,torenovate,fueloil,3,Vlaams Brabant
apartment,283700,2022,justrenovated,gas,2,Vlaams Brabant
house,267000,1964,torenovate,fueloil,1,Vlaams Brabant
house,595000,1976,good,fueloil,5,Vlaams Brabant
apartment,274900,2022,justrenovated,gas,2,Vlaams Brabant
house,799000,1899,justrenovated,gas,5,Vlaams Brabant
apartment,258000,2022,good,gas,2,Vlaams Brabant
house,664000,1900,torenovate,fueloil,6,Vlaams Brabant
house,496500,1991,good,gas,4,Vlaams Brabant
house,625000,1995,good,gas,5,Vlaams Brabant
house,448000,1930,good,gas,4,Vlaams Brabant
house,279000,1961,torenovate,fueloil,3,Vlaams Brabant
house,378000,1975,torenovate,fueloil,2,Vlaams Brabant
house,370000,1930,good,gas,2,Vlaams Brabant
house,380000,1956,torenovate,gas,4,Vlaams Brabant
house,385000,1977,good,fueloil,3,Vlaams Brabant
house,519000,1992,justrenovated,gas,4,Vlaams Brabant
house,469000,1962,good,fueloil,3,Vlaams Brabant
house,450000,1974,justrenovated,gas,3,Vlaams Brabant
house,335000,1966,justrenovated,gas,3,Vlaams Brabant
house,450000,1918,torenovate,gas,5,Vlaams Brabant
house,399000,1837,good,gas,3,Vlaams Brabant
house,449000,1967,good,fueloil,9,Vlaams Brabant
house,419000,1958,good,gas,3,Vlaams Brabant
house,450000,2018,justrenovated,gas,5,Vlaams Brabant
house,475000,1974,good,gas,3,Vlaams Brabant
house,569000,1920,torenovate,gas,5,Vlaams Brabant
apartment,130000,2010,good,electric,1,Vlaams Brabant
house,429000,1992,good,gas,2,Vlaams Brabant
house,349000,1966,torenovate,fueloil,3,Vlaams Brabant
house,425000,1965,good,gas,3,Vlaams Brabant
house,735000,1974,good,gas,4,Vlaams Brabant
house,415000,1930,good,fueloil,2,Vlaams Brabant
house,735000,1974,good,gas,4,Vlaams Brabant
house,439000,1930,good,fueloil,4,Vlaams Brabant
house,235000,1931,torenovate,electric,2,Vlaams Brabant
house,740000,1973,torenovate,gas,5,Vlaams Brabant
house,285000,1967,torenovate,gas,3,Vlaams Brabant
house,350000,1970,torenovate,electric,3,Vlaams Brabant
house,695000,1974,justrenovated,gas,5,Vlaams Brabant
house,775000,1937,good,fueloil,4,Vlaams Brabant
house,345000,1969,torenovate,electric,1,Vlaams Brabant
house,650000,1991,good,gas,4,Vlaams Brabant
apartment,349000,2001,good,gas,3,Vlaams Brabant
apartment,354500,2022,justrenovated,gas,3,Vlaams Brabant
house,475000,2022,good,gas,3,Vlaams Brabant
house,465000,1976,torenovate,gas,3,Vlaams Brabant
house,365000,1933,good,fueloil,4,Vlaams Brabant
house,349000,1850,torenovate,fueloil,4,Vlaams Brabant
house,349000,1932,good,gas,2,Vlaams Brabant
house,390000,1930,justrenovated,gas,3,Vlaams Brabant
house,625000,1986,good,electric,3,Vlaams Brabant
house,695000,1930,good,gas,4,Vlaams Brabant
house,625000,1880,justrenovated,gas,3,Vlaams Brabant
house,625000,1880,justrenovated,gas,3,Vlaams Brabant
house,695000,1930,good,gas,4,Vlaams Brabant
house,655000,2006,good,gas,5,Vlaams Brabant
house,272000,1930,justrenovated,gas,3,Vlaams Brabant
house,648000,1992,good,gas,4,Vlaams Brabant
house,575000,2006,justrenovated,gas,3,Vlaams Brabant
house,320000,1920,torenovate,gas,3,Vlaams Brabant
house,380000,1930,torenovate,gas,3,Vlaams Brabant
house,690000,1975,torenovate,electric,2,Vlaams Brabant
apartment,272350,2022,justrenovated,gas,2,Vlaams Brabant
house,660000,1973,good,gas,5,Vlaams Brabant
apartment,348000,2022,good,gas,2,Vlaams Brabant
apartment,323000,2022,justrenovated,gas,2,Vlaams Brabant
house,395000,1989,good,electric,3,Vlaams Brabant
house,469000,1998,good,fueloil,3,Vlaams Brabant
house,399000,1958,justrenovated,gas,2,Vlaams Brabant
house,470000,1957,justrenovated,gas,4,Vlaams Brabant
house,429000,1978,torenovate,fueloil,2,Vlaams Brabant
house,625000,1880,justrenovated,gas,3,Vlaams Brabant
house,335000,1960,torenovate,fueloil,3,Vlaams Brabant
house,625000,1992,torenovate,gas,4,Vlaams Brabant
house,389000,1958,torenovate,fueloil,3,Vlaams Brabant
house,425000,1972,torenovate,gas,3,Vlaams Brabant
apartment,315000,2019,good,gas,1,Vlaams Brabant
apartment,225700,2022,justrenovated,gas,2,Vlaams Brabant
house,249000,1958,torenovate,electric,3,Vlaams Brabant
house,355000,1875,torenovate,gas,3,Vlaams Brabant
house,620000,1985,good,electric,5,Vlaams Brabant
house,337000,1959,torenovate,gas,4,Vlaams Brabant
house,375000,1956,good,gas,4,Vlaams Brabant
house,625000,1995,good,gas,5,Vlaams Brabant
house,345000,1963,torenovate,gas,3,Vlaams Brabant
house,625000,1992,torenovate,gas,4,Vlaams Brabant
house,324000,1974,good,electric,3,Vlaams Brabant
apartment,329375,2022,justrenovated,gas,2,Vlaams Brabant
house,635000,1910,good,gas,4,Vlaams Brabant
house,625000,1991,good,gas,4,Vlaams Brabant
house,360000,1899,good,gas,3,Vlaams Brabant
house,635000,1910,good,gas,4,Vlaams Brabant
house,570000,1989,justrenovated,fueloil,4,Vlaams Brabant
