building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
house,750000,1986,torenovate,fueloil,4,Oost Vlaanderen
house,295000,1973,good,gas,3,Oost Vlaanderen
house,295000,1845,justrenovated,gas,2,Oost Vlaanderen
house,286000,1958,good,gas,2,Oost Vlaanderen
house,409000,2021,justrenovated,gas,3,Oost Vlaanderen
house,280000,1963,torenovate,fueloil,3,Oost Vlaanderen
house,299000,1936,good,gas,4,Oost Vlaanderen
house,310000,1935,good,gas,3,Oost Vlaanderen
house,325000,1964,torenovate,fueloil,4,Oost Vlaanderen
house,289000,1959,torenovate,fueloil,3,Oost Vlaanderen
house,495000,2022,justrenovated,electric,4,Oost Vlaanderen
house,375030,2023,justrenovated,gas,3,Oost Vlaanderen
house,299000,1954,good,fueloil,4,Oost Vlaanderen
house,295000,1974,justrenovated,gas,3,Oost Vlaanderen
house,295000,1962,good,gas,3,Oost Vlaanderen
house,295000,2009,good,gas,3,Oost Vlaanderen
house,695000,1930,justrenovated,gas,4,Oost Vlaanderen
house,299000,1967,torenovate,fueloil,2,Oost Vlaanderen
house,250000,1976,justrenovated,fueloil,3,Oost Vlaanderen
house,545000,2021,good,gas,4,Oost Vlaanderen
house,264900,1969,good,fueloil,4,Oost Vlaanderen
house,195000,1949,torenovate,carbon,3,Oost Vlaanderen
house,365000,2008,justrenovated,gas,3,Oost Vlaanderen
house,395000,1978,good,gas,3,Oost Vlaanderen
house,425000,1978,good,gas,3,Oost Vlaanderen
house,429000,1975,good,electric,3,Oost Vlaanderen
house,429000,1975,good,electric,3,Oost Vlaanderen
house,229000,1920,good,fueloil,4,Oost Vlaanderen
house,459000,1990,good,electric,4,Oost Vlaanderen
house,190000,1935,torenovate,gas,3,Oost Vlaanderen
house,285000,1935,torenovate,gas,4,Oost Vlaanderen
house,259000,1899,torenovate,gas,3,Oost Vlaanderen
house,469000,1980,torenovate,fueloil,2,Oost Vlaanderen
house,445000,2007,good,electric,5,Oost Vlaanderen
house,420000,1952,justrenovated,fueloil,5,Oost Vlaanderen
house,425000,1998,justrenovated,gas,3,Oost Vlaanderen
house,420000,2006,justrenovated,gas,3,Oost Vlaanderen
house,159000,1900,torenovate,gas,1,Oost Vlaanderen
house,369000,1959,justrenovated,gas,5,Oost Vlaanderen
house,365000,1990,good,gas,3,Oost Vlaanderen
house,530000,1991,good,gas,5,Oost Vlaanderen
house,206000,1935,good,gas,3,Oost Vlaanderen
house,295000,1952,good,electric,4,Oost Vlaanderen
house,225000,1931,torenovate,gas,3,Oost Vlaanderen
house,580000,1979,good,gas,5,Oost Vlaanderen
house,350000,1974,good,fueloil,3,Oost Vlaanderen
house,335000,2018,justrenovated,gas,4,Oost Vlaanderen
house,550000,2022,justrenovated,gas,4,Oost Vlaanderen
house,599000,1977,torenovate,gas,4,Oost Vlaanderen
house,379000,1986,good,gas,3,Oost Vlaanderen
house,262000,1965,torenovate,fueloil,3,Oost Vlaanderen
house,489000,1983,good,fueloil,4,Oost Vlaanderen
house,450000,1933,torenovate,fueloil,6,Oost Vlaanderen
house,595000,1950,justrenovated,gas,4,Oost Vlaanderen
house,475000,1974,good,fueloil,3,Oost Vlaanderen
house,466000,2022,justrenovated,gas,2,Oost Vlaanderen
house,98500,1931,torenovate,fueloil,1,Oost Vlaanderen
house,299000,1932,good,fueloil,4,Oost Vlaanderen
house,695000,1975,good,fueloil,3,Oost Vlaanderen
house,425000,2022,good,gas,3,Oost Vlaanderen
house,669000,1992,justrenovated,fueloil,3,Oost Vlaanderen
house,595000,1850,torenovate,fueloil,3,Oost Vlaanderen
house,625000,2010,justrenovated,gas,4,Oost Vlaanderen
house,389000,2022,justrenovated,gas,3,Oost Vlaanderen
house,345000,2022,justrenovated,gas,3,Oost Vlaanderen
house,319000,2023,justrenovated,gas,3,Oost Vlaanderen
house,415000,1967,justrenovated,gas,4,Oost Vlaanderen
house,750000,1899,good,gas,4,Oost Vlaanderen
house,400000,1964,torenovate,gas,4,Oost Vlaanderen
house,350000,1971,justrenovated,fueloil,3,Oost Vlaanderen
house,239000,1981,good,gas,2,Oost Vlaanderen
house,345000,1966,torenovate,fueloil,4,Oost Vlaanderen
house,675000,1960,justrenovated,gas,4,Oost Vlaanderen
house,493000,2022,justrenovated,gas,2,Oost Vlaanderen
house,175000,1932,torenovate,pellet,2,Oost Vlaanderen
house,525000,1959,torenovate,gas,4,Oost Vlaanderen
house,160000,1899,torenovate,gas,2,Oost Vlaanderen
house,229000,1964,torenovate,fueloil,3,Oost Vlaanderen
house,440000,2011,good,gas,4,Oost Vlaanderen
house,599000,1981,justrenovated,gas,5,Oost Vlaanderen
house,599000,1981,justrenovated,gas,5,Oost Vlaanderen
house,397500,1973,torenovate,fueloil,2,Oost Vlaanderen
house,369000,1938,good,electric,4,Oost Vlaanderen
house,349500,1960,justrenovated,gas,3,Oost Vlaanderen
house,329000,1949,good,gas,3,Oost Vlaanderen
house,769000,1983,good,electric,3,Oost Vlaanderen
house,775000,1970,justrenovated,fueloil,3,Oost Vlaanderen
house,785000,1972,good,gas,6,Oost Vlaanderen
house,785000,2003,good,electric,4,Oost Vlaanderen
house,450000,1933,torenovate,fueloil,3,Oost Vlaanderen
house,205000,1958,torenovate,fueloil,6,Oost Vlaanderen
house,275000,1952,justrenovated,gas,3,Oost Vlaanderen
house,529000,1966,torenovate,fueloil,3,Oost Vlaanderen
house,670000,1758,justrenovated,gas,3,Oost Vlaanderen
house,368850,1972,good,gas,3,Oost Vlaanderen
house,170000,1968,torenovate,electric,3,Oost Vlaanderen
house,115000,1925,torenovate,gas,2,Oost Vlaanderen
house,395000,1968,good,fueloil,3,Oost Vlaanderen
house,395000,1978,justrenovated,gas,3,Oost Vlaanderen
house,498000,1938,good,gas,4,Oost Vlaanderen
house,338000,1953,justrenovated,gas,5,Oost Vlaanderen
house,395000,1978,justrenovated,gas,3,Oost Vlaanderen
house,259000,1986,good,gas,3,Oost Vlaanderen
house,475000,1978,justrenovated,fueloil,5,Oost Vlaanderen
house,399000,1985,good,gas,3,Oost Vlaanderen
house,398000,2010,good,gas,2,Oost Vlaanderen
house,625000,1960,torenovate,gas,4,Oost Vlaanderen
house,665000,1890,justrenovated,gas,5,Oost Vlaanderen
house,259000,1986,good,gas,3,Oost Vlaanderen
house,395000,1978,justrenovated,gas,3,Oost Vlaanderen
house,265000,1960,torenovate,fueloil,3,Oost Vlaanderen
house,382750,2005,good,electric,3,Oost Vlaanderen
house,337970,2022,good,gas,3,Oost Vlaanderen
house,249000,1963,good,gas,3,Oost Vlaanderen
house,249000,2006,justrenovated,gas,3,Oost Vlaanderen
house,238000,1975,torenovate,fueloil,4,Oost Vlaanderen
house,419000,1946,justrenovated,gas,3,Oost Vlaanderen
house,275000,1920,good,fueloil,4,Oost Vlaanderen
house,345000,1956,justrenovated,gas,4,Oost Vlaanderen
house,279000,1965,good,fueloil,3,Oost Vlaanderen
house,376000,1971,good,gas,4,Oost Vlaanderen
house,225000,1930,torenovate,gas,3,Oost Vlaanderen
house,315000,2022,good,gas,3,Oost Vlaanderen
house,321808,2021,good,gas,3,Oost Vlaanderen
house,321808,2021,good,gas,3,Oost Vlaanderen
house,362000,1975,torenovate,gas,3,Oost Vlaanderen
house,335000,2022,good,gas,3,Oost Vlaanderen
house,337000,1962,good,fueloil,3,Oost Vlaanderen
house,200000,1950,torenovate,gas,5,Oost Vlaanderen
house,339000,1988,good,gas,3,Oost Vlaanderen
house,379000,1992,good,gas,3,Oost Vlaanderen
house,239000,1945,torenovate,fueloil,4,Oost Vlaanderen
house,349000,1959,good,gas,3,Oost Vlaanderen
house,469000,1981,justrenovated,gas,4,Oost Vlaanderen
house,529000,2021,justrenovated,electric,2,Oost Vlaanderen
house,579000,1995,good,fueloil,4,Oost Vlaanderen
house,459000,1951,justrenovated,fueloil,4,Oost Vlaanderen
house,215000,1953,torenovate,gas,3,Oost Vlaanderen
house,239000,1975,torenovate,fueloil,3,Oost Vlaanderen
house,149000,1925,torenovate,gas,3,Oost Vlaanderen
house,410000,1987,good,gas,5,Oost Vlaanderen
house,325000,1936,justrenovated,gas,4,Oost Vlaanderen
house,499000,2006,justrenovated,gas,2,Oost Vlaanderen
house,499000,2006,justrenovated,gas,2,Oost Vlaanderen
house,565000,1992,justrenovated,electric,4,Oost Vlaanderen
house,475000,2009,justrenovated,gas,4,Oost Vlaanderen
house,189000,1925,justrenovated,gas,3,Oost Vlaanderen
house,399000,1977,justrenovated,gas,3,Oost Vlaanderen
house,435000,1976,good,fueloil,3,Oost Vlaanderen
house,379000,1957,good,gas,3,Oost Vlaanderen
house,280000,1935,good,electric,2,Oost Vlaanderen
house,415000,1961,justrenovated,electric,4,Oost Vlaanderen
house,314836,2018,justrenovated,gas,3,Oost Vlaanderen
house,725000,1824,justrenovated,gas,3,Oost Vlaanderen
house,329500,1947,justrenovated,fueloil,3,Oost Vlaanderen
house,299000,1930,good,gas,4,Oost Vlaanderen
house,329500,1947,justrenovated,fueloil,3,Oost Vlaanderen
house,625000,1975,justrenovated,gas,4,Oost Vlaanderen
house,159000,1900,torenovate,gas,1,Oost Vlaanderen
house,539000,1958,justrenovated,gas,5,Oost Vlaanderen
house,539000,1958,justrenovated,gas,5,Oost Vlaanderen
house,460000,1932,justrenovated,gas,3,Oost Vlaanderen
house,500000,1959,justrenovated,gas,3,Oost Vlaanderen
house,249500,1982,good,gas,3,Oost Vlaanderen
house,197000,1935,good,gas,3,Oost Vlaanderen
house,186000,1956,torenovate,electric,4,Oost Vlaanderen
house,259900,1935,justrenovated,pellet,4,Oost Vlaanderen
house,399000,1935,good,gas,2,Oost Vlaanderen
house,395000,1997,justrenovated,pellet,3,Oost Vlaanderen
house,395000,1962,torenovate,fueloil,4,Oost Vlaanderen
house,390000,1930,torenovate,gas,4,Oost Vlaanderen
house,699000,1986,good,electric,5,Oost Vlaanderen
house,285000,1925,justrenovated,gas,4,Oost Vlaanderen
house,294000,1965,good,gas,3,Oost Vlaanderen
house,199000,1950,torenovate,gas,3,Oost Vlaanderen
house,355000,1956,good,electric,3,Oost Vlaanderen
house,795000,1964,good,gas,5,Oost Vlaanderen
house,795000,1964,good,gas,5,Oost Vlaanderen
house,349000,1961,justrenovated,gas,4,Oost Vlaanderen
house,349000,2013,justrenovated,gas,5,Oost Vlaanderen
house,399000,2022,justrenovated,gas,4,Oost Vlaanderen
house,280000,1930,good,gas,2,Oost Vlaanderen
house,428000,1982,torenovate,gas,2,Oost Vlaanderen
house,525000,1981,justrenovated,fueloil,4,Oost Vlaanderen
house,500000,1989,good,gas,3,Oost Vlaanderen
house,490000,1970,justrenovated,fueloil,3,Oost Vlaanderen
house,485000,2019,justrenovated,gas,3,Oost Vlaanderen
house,510000,1950,torenovate,fueloil,4,Oost Vlaanderen
house,475000,1998,good,gas,4,Oost Vlaanderen
house,475000,1932,good,gas,2,Oost Vlaanderen
house,469000,1968,good,fueloil,2,Oost Vlaanderen
house,465000,2009,justrenovated,gas,3,Oost Vlaanderen
house,464000,1992,good,electric,4,Oost Vlaanderen
house,545000,1989,good,gas,5,Oost Vlaanderen
house,545000,1989,good,gas,5,Oost Vlaanderen
house,450000,1973,torenovate,gas,4,Oost Vlaanderen
house,545000,1989,good,gas,5,Oost Vlaanderen
house,625000,1967,good,gas,3,Oost Vlaanderen
house,750000,1900,good,gas,4,Oost Vlaanderen
house,429000,1988,good,fueloil,5,Oost Vlaanderen
house,330000,1956,torenovate,electric,5,Oost Vlaanderen
house,545000,1930,good,gas,5,Oost Vlaanderen
house,329000,1921,justrenovated,gas,4,Oost Vlaanderen
house,419000,1923,justrenovated,gas,5,Oost Vlaanderen
house,435000,2022,good,gas,4,Oost Vlaanderen
house,675000,2019,good,gas,5,Oost Vlaanderen
house,615000,1954,justrenovated,gas,4,Oost Vlaanderen
house,289000,1930,good,gas,3,Oost Vlaanderen
house,250000,1967,justrenovated,gas,3,Oost Vlaanderen
house,289000,1930,good,gas,3,Oost Vlaanderen
house,319000,1955,torenovate,fueloil,3,Oost Vlaanderen
house,279000,1976,torenovate,gas,3,Oost Vlaanderen
house,274000,1961,torenovate,carbon,4,Oost Vlaanderen
house,325000,1943,good,gas,5,Oost Vlaanderen
house,269000,1949,torenovate,pellet,3,Oost Vlaanderen
house,269000,1943,justrenovated,electric,3,Oost Vlaanderen
house,295000,1971,good,gas,3,Oost Vlaanderen
house,389000,1973,good,gas,3,Oost Vlaanderen
house,175000,1935,torenovate,fueloil,3,Oost Vlaanderen
house,279000,1940,good,gas,3,Oost Vlaanderen
house,645000,2001,good,gas,6,Oost Vlaanderen
house,319000,1955,torenovate,fueloil,3,Oost Vlaanderen
house,299000,1900,justrenovated,gas,3,Oost Vlaanderen
house,325000,1943,good,gas,5,Oost Vlaanderen
house,299950,1966,good,gas,3,Oost Vlaanderen
house,155000,1900,torenovate,gas,3,Oost Vlaanderen
house,320000,1950,good,gas,3,Oost Vlaanderen
house,299000,1965,good,gas,3,Oost Vlaanderen
house,315500,2022,good,gas,3,Oost Vlaanderen
house,319000,1955,torenovate,fueloil,3,Oost Vlaanderen
house,315500,2022,good,gas,3,Oost Vlaanderen
house,354500,2023,good,gas,4,Oost Vlaanderen
house,354500,2023,good,gas,4,Oost Vlaanderen
house,310000,1990,torenovate,electric,2,Oost Vlaanderen
house,249000,1945,torenovate,gas,2,Oost Vlaanderen
apartment,339000,2021,justrenovated,gas,2,Oost Vlaanderen
apartment,218000,2020,justrenovated,gas,2,Oost Vlaanderen
apartment,299000,2012,justrenovated,gas,2,Oost Vlaanderen
apartment,390000,2007,justrenovated,gas,3,Oost Vlaanderen
apartment,399000,2004,justrenovated,gas,4,Oost Vlaanderen
apartment,160000,1965,good,gas,2,Oost Vlaanderen
apartment,269000,2012,justrenovated,gas,3,Oost Vlaanderen
apartment,218000,1995,good,gas,2,Oost Vlaanderen
apartment,267000,1978,justrenovated,gas,2,Oost Vlaanderen
house,409000,1965,good,gas,3,Oost Vlaanderen
apartment,295000,2022,good,gas,2,Oost Vlaanderen
apartment,395000,2022,good,gas,3,Oost Vlaanderen
apartment,279000,2021,justrenovated,gas,1,Oost Vlaanderen
apartment,495000,2021,justrenovated,gas,3,Oost Vlaanderen
apartment,237500,2015,justrenovated,gas,1,Oost Vlaanderen
apartment,237500,2015,justrenovated,gas,1,Oost Vlaanderen
apartment,218000,2020,justrenovated,gas,2,Oost Vlaanderen
apartment,248000,2010,justrenovated,gas,1,Oost Vlaanderen
apartment,239000,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,224000,1976,good,gas,2,Oost Vlaanderen
apartment,349000,2015,justrenovated,gas,2,Oost Vlaanderen
apartment,349000,2015,justrenovated,gas,2,Oost Vlaanderen
apartment,375000,2022,justrenovated,gas,2,Oost Vlaanderen
apartment,429000,2011,justrenovated,gas,3,Oost Vlaanderen
apartment,499000,2006,justrenovated,gas,2,Oost Vlaanderen
apartment,224500,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,258250,2020,justrenovated,gas,2,Oost Vlaanderen
apartment,264900,2013,good,gas,1,Oost Vlaanderen
apartment,199000,1995,good,gas,2,Oost Vlaanderen
apartment,199000,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,205000,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,209500,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,215000,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,790000,2022,justrenovated,gas,3,Oost Vlaanderen
apartment,340000,1967,justrenovated,gas,3,Oost Vlaanderen
apartment,259000,1930,justrenovated,gas,1,Oost Vlaanderen
apartment,338000,2012,justrenovated,gas,1,Oost Vlaanderen
apartment,405000,2022,good,gas,3,Oost Vlaanderen
apartment,285000,2008,good,electric,3,Oost Vlaanderen
apartment,234900,2015,justrenovated,gas,1,Oost Vlaanderen
apartment,275000,1921,good,gas,2,Oost Vlaanderen
apartment,295000,2018,good,gas,2,Oost Vlaanderen
apartment,455000,2017,good,gas,2,Oost Vlaanderen
apartment,405000,2022,good,gas,3,Oost Vlaanderen
apartment,539000,1958,justrenovated,gas,5,Oost Vlaanderen
apartment,390000,2006,justrenovated,gas,2,Oost Vlaanderen
apartment,420000,2012,justrenovated,gas,3,Oost Vlaanderen
apartment,115000,1963,justrenovated,electric,1,Oost Vlaanderen
apartment,125000,1963,justrenovated,electric,1,Oost Vlaanderen
apartment,317900,2021,good,gas,2,Oost Vlaanderen
apartment,406437,2022,justrenovated,gas,2,Oost Vlaanderen
apartment,550000,2018,justrenovated,gas,2,Oost Vlaanderen
apartment,259000,1930,justrenovated,gas,1,Oost Vlaanderen
apartment,355000,2022,good,gas,2,Oost Vlaanderen
apartment,799000,1989,torenovate,gas,2,Oost Vlaanderen
apartment,349000,2008,justrenovated,gas,2,Oost Vlaanderen
apartment,545000,2001,good,gas,2,Oost Vlaanderen
apartment,264000,2022,good,gas,2,Oost Vlaanderen
apartment,299000,2020,good,gas,2,Oost Vlaanderen
apartment,490000,2017,good,gas,2,Oost Vlaanderen
apartment,355000,2022,good,gas,2,Oost Vlaanderen
apartment,150000,1993,justrenovated,electric,1,Oost Vlaanderen
apartment,277000,2019,justrenovated,gas,2,Oost Vlaanderen
apartment,280000,1978,good,gas,2,Oost Vlaanderen
apartment,290000,2014,good,gas,1,Oost Vlaanderen
apartment,329000,2007,justrenovated,gas,3,Oost Vlaanderen
apartment,335000,1980,justrenovated,pellet,2,Oost Vlaanderen
apartment,649000,1966,good,gas,6,Oost Vlaanderen
apartment,260000,2014,good,gas,2,Oost Vlaanderen
apartment,409600,2021,justrenovated,gas,3,Oost Vlaanderen
apartment,287000,1978,justrenovated,gas,3,Oost Vlaanderen
apartment,269000,2015,justrenovated,gas,2,Oost Vlaanderen
apartment,169000,2003,justrenovated,gas,1,Oost Vlaanderen
apartment,174000,1974,justrenovated,gas,1,Oost Vlaanderen
apartment,174000,1974,justrenovated,gas,1,Oost Vlaanderen
apartment,179000,2012,good,gas,1,Oost Vlaanderen
apartment,179000,2008,good,gas,2,Oost Vlaanderen
apartment,195000,1978,good,gas,3,Oost Vlaanderen
apartment,299000,2022,justrenovated,gas,2,Oost Vlaanderen
apartment,200000,1994,good,electric,2,Oost Vlaanderen
apartment,210000,1985,good,gas,2,Oost Vlaanderen
apartment,219000,2005,justrenovated,electric,2,Oost Vlaanderen
apartment,220000,1993,good,electric,2,Oost Vlaanderen
apartment,249500,1980,justrenovated,gas,3,Oost Vlaanderen
apartment,280000,1960,justrenovated,gas,2,Oost Vlaanderen
apartment,295000,1968,torenovate,gas,2,Oost Vlaanderen
apartment,210000,1985,good,gas,2,Oost Vlaanderen
apartment,295000,1975,justrenovated,gas,2,Oost Vlaanderen
apartment,255000,1967,good,gas,2,Oost Vlaanderen
apartment,225000,1998,good,gas,2,Oost Vlaanderen
apartment,430000,2022,justrenovated,gas,2,Oost Vlaanderen
apartment,150000,1997,good,gas,1,Oost Vlaanderen
apartment,369000,2014,good,gas,2,Oost Vlaanderen
apartment,172000,1978,justrenovated,gas,1,Oost Vlaanderen
apartment,255000,1967,good,gas,2,Oost Vlaanderen
apartment,189000,2017,justrenovated,gas,1,Oost Vlaanderen
apartment,275000,2008,justrenovated,gas,2,Oost Vlaanderen
apartment,275000,1996,good,gas,2,Oost Vlaanderen
apartment,350000,2014,justrenovated,gas,2,Oost Vlaanderen
apartment,395000,1970,good,gas,3,Oost Vlaanderen
apartment,198000,1992,good,gas,2,Oost Vlaanderen
apartment,272000,2018,justrenovated,gas,1,Oost Vlaanderen
apartment,229000,1970,torenovate,gas,2,Oost Vlaanderen
apartment,269000,2019,justrenovated,gas,2,Oost Vlaanderen
apartment,310000,2017,justrenovated,gas,2,Oost Vlaanderen
apartment,659000,1979,justrenovated,gas,3,Oost Vlaanderen
apartment,495000,2005,justrenovated,gas,3,Oost Vlaanderen
apartment,209000,1996,good,electric,2,Oost Vlaanderen
apartment,419810,2022,justrenovated,gas,3,Oost Vlaanderen
apartment,226000,2010,justrenovated,gas,1,Oost Vlaanderen
apartment,575000,2008,good,gas,2,Oost Vlaanderen
apartment,94950,1981,good,electric,1,Oost Vlaanderen
apartment,175000,1980,justrenovated,gas,2,Oost Vlaanderen
apartment,219000,1993,good,gas,2,Oost Vlaanderen
apartment,225000,1999,good,gas,1,Oost Vlaanderen
apartment,243000,2011,justrenovated,gas,2,Oost Vlaanderen
apartment,259000,1966,justrenovated,gas,3,Oost Vlaanderen
apartment,259000,1930,justrenovated,gas,1,Oost Vlaanderen
apartment,265000,2015,justrenovated,gas,2,Oost Vlaanderen
apartment,179000,1967,good,fueloil,2,Oost Vlaanderen
apartment,449000,1918,good,gas,2,Oost Vlaanderen
apartment,349000,2022,good,gas,2,Oost Vlaanderen
apartment,265000,2015,justrenovated,gas,1,Oost Vlaanderen
apartment,675000,1884,justrenovated,gas,5,Oost Vlaanderen
apartment,295000,2022,justrenovated,gas,2,Oost Vlaanderen
apartment,159000,1963,justrenovated,gas,2,Oost Vlaanderen
apartment,185000,2019,justrenovated,gas,1,Oost Vlaanderen
apartment,199500,2022,good,gas,1,Oost Vlaanderen
apartment,219000,2022,good,gas,3,Oost Vlaanderen
apartment,265000,2015,justrenovated,gas,1,Oost Vlaanderen
apartment,298000,2022,justrenovated,solar,2,Oost Vlaanderen
apartment,475000,2022,justrenovated,solar,3,Oost Vlaanderen
apartment,545000,2022,justrenovated,solar,3,Oost Vlaanderen
apartment,432500,2023,justrenovated,electric,2,Oost Vlaanderen
apartment,161879,2016,justrenovated,gas,2,Oost Vlaanderen
apartment,175257,2016,justrenovated,gas,2,Oost Vlaanderen
apartment,135000,1999,good,gas,1,Oost Vlaanderen
