building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
house,649000,2018,hyperequipped,1899,torenovate,gas,5,Antwerp
house,375000,2220,semiequipped,1962,good,fueloil,3,Antwerp
house,395000,2450,installed,1931,torenovate,fueloil,4,Antwerp
house,269000,2845,notinstalled,1955,good,gas,2,Antwerp
apartment,330000,2018,semiequipped,1957,torenovate,gas,2,Antwerp
apartment,198000,2222,semiequipped,1935,good,gas,2,Antwerp
apartment,375000,2018,hyperequipped,1957,justrenovated,fueloil,2,Antwerp
apartment,230000,2060,installed,1974,good,gas,3,Antwerp
house,365000,2880,installed,2010,good,gas,1,Antwerp
house,595000,2600,hyperequipped,1964,good,gas,6,Antwerp
house,443000,2812,semiequipped,1977,torenovate,electric,3,Antwerp
apartment,299000,2830,hyperequipped,1997,good,gas,2,Antwerp
house,549000,2480,semiequipped,2007,justrenovated,gas,3,Antwerp
house,599000,2440,hyperequipped,1973,good,gas,5,Antwerp
house,750000,2870,installed,1977,good,fueloil,6,Antwerp
house,445000,2620,installed,2001,good,gas,4,Antwerp
apartment,580000,2000,hyperequipped,2018,good,gas,1,Antwerp
house,585000,2018,hyperequipped,2006,good,gas,4,Antwerp
apartment,225000,2660,installed,1996,justrenovated,gas,2,Antwerp
house,549000,2940,semiequipped,1980,good,gas,5,Antwerp
apartment,188000,2550,semiequipped,1976,torenovate,gas,3,Antwerp
apartment,175000,2660,hyperequipped,1978,torenovate,gas,2,Antwerp
apartment,165000,2100,installed,1936,good,gas,2,Antwerp
house,198000,2880,installed,1875,good,gas,2,Antwerp
house,495000,2220,hyperequipped,1962,justrenovated,fueloil,4,Antwerp
apartment,179000,2870,hyperequipped,1992,good,gas,1,Antwerp
house,398000,2480,hyperequipped,1994,good,gas,3,Antwerp
apartment,229000,2560,installed,1976,justrenovated,gas,2,Antwerp
apartment,279000,2627,semiequipped,2004,good,gas,2,Antwerp
house,440000,2850,semiequipped,1972,torenovate,fueloil,3,Antwerp
apartment,175000,2660,installed,1974,justrenovated,gas,2,Antwerp
house,555000,2950,installed,1951,torenovate,gas,4,Antwerp
house,289000,2880,installed,1965,torenovate,fueloil,4,Antwerp
house,585000,2560,installed,2020,justrenovated,gas,4,Antwerp
apartment,688000,2000,semiequipped,1970,justrenovated,gas,2,Antwerp
apartment,179000,2100,semiequipped,1975,good,gas,2,Antwerp
house,340000,2440,semiequipped,1962,justrenovated,gas,3,Antwerp
house,549000,2310,semiequipped,2006,good,gas,4,Antwerp
house,435000,2860,semiequipped,1950,good,gas,2,Antwerp
apartment,745000,2000,installed,1923,justrenovated,gas,2,Antwerp
house,715000,2650,installed,1958,justrenovated,gas,3,Antwerp
apartment,224000,2880,hyperequipped,1970,good,gas,2,Antwerp
apartment,199000,2845,hyperequipped,2018,good,gas,1,Antwerp
house,495000,2860,installed,1980,good,electric,5,Antwerp
house,630000,2530,installed,2008,justrenovated,gas,4,Antwerp
house,310000,2500,semiequipped,2017,justrenovated,gas,2,Antwerp
apartment,205000,2180,hyperequipped,1960,justrenovated,gas,2,Antwerp
apartment,390000,2018,hyperequipped,1988,good,gas,3,Antwerp
apartment,699000,2070,hyperequipped,1912,justrenovated,gas,2,Antwerp
apartment,227500,2180,hyperequipped,1960,justrenovated,gas,2,Antwerp
apartment,599000,2018,hyperequipped,2020,justrenovated,gas,3,Antwerp
house,217000,2880,notinstalled,1954,torenovate,gas,2,Antwerp
house,269000,2620,hyperequipped,1935,justrenovated,gas,3,Antwerp
apartment,197000,2610,installed,1957,good,gas,1,Antwerp
house,635000,2160,hyperequipped,2005,justrenovated,gas,4,Antwerp
apartment,199000,2845,hyperequipped,2017,good,gas,1,Antwerp
house,349000,2180,hyperequipped,1932,good,gas,4,Antwerp
apartment,549000,2000,installed,1937,good,gas,3,Antwerp
house,539000,2830,installed,1985,good,gas,3,Antwerp
house,675000,2550,hyperequipped,2012,justrenovated,gas,3,Antwerp
apartment,125000,2800,semiequipped,1970,justrenovated,gas,1,Antwerp
apartment,249000,2300,installed,1989,justrenovated,gas,3,Antwerp
house,469000,2222,semiequipped,2018,good,gas,4,Antwerp
house,555555,2390,installed,1991,good,gas,3,Antwerp
house,289850,2860,installed,1955,good,gas,3,Antwerp
house,359000,2830,installed,1973,good,gas,3,Antwerp
apartment,274000,2850,semiequipped,2015,good,gas,2,Antwerp
house,579000,2570,installed,2001,justrenovated,gas,5,Antwerp
apartment,159000,2100,notinstalled,1974,torenovate,gas,2,Antwerp
apartment,249000,2660,installed,2019,justrenovated,gas,1,Antwerp
house,285000,2570,installed,1931,torenovate,gas,3,Antwerp
apartment,240000,2800,semiequipped,1973,torenovate,gas,2,Antwerp
apartment,225000,2660,hyperequipped,2006,justrenovated,gas,1,Antwerp
house,579000,2600,installed,1910,justrenovated,gas,4,Antwerp
house,190000,2140,semiequipped,1954,good,gas,3,Antwerp
house,495000,2860,semiequipped,1986,good,fueloil,4,Antwerp
house,449000,2960,installed,1972,good,gas,2,Antwerp
house,549000,2050,installed,1974,good,gas,3,Antwerp
house,749000,2580,installed,1967,good,gas,6,Antwerp
apartment,275000,2890,installed,2007,good,gas,3,Antwerp
house,249000,2890,semiequipped,1930,torenovate,gas,3,Antwerp
apartment,259000,2950,hyperequipped,1998,good,electric,2,Antwerp
house,575000,2300,installed,1993,justrenovated,gas,4,Antwerp
apartment,269000,2800,hyperequipped,1952,justrenovated,gas,1,Antwerp
apartment,259000,2100,semiequipped,2015,good,gas,2,Antwerp
apartment,474000,2800,installed,1975,justrenovated,gas,3,Antwerp
house,495000,2340,notinstalled,1979,good,fueloil,5,Antwerp
apartment,269000,2800,hyperequipped,1952,justrenovated,gas,1,Antwerp
house,660000,2930,installed,1998,justrenovated,gas,3,Antwerp
apartment,279000,2800,hyperequipped,1952,justrenovated,gas,2,Antwerp
house,220000,2520,semiequipped,1963,torenovate,fueloil,2,Antwerp
house,599000,2960,installed,1968,good,gas,3,Antwerp
house,728000,2960,hyperequipped,1976,good,gas,3,Antwerp
apartment,199000,2660,installed,1998,good,gas,2,Antwerp
house,419000,2220,semiequipped,1961,good,gas,2,Antwerp
apartment,549000,2320,installed,2008,justrenovated,fueloil,4,Antwerp
house,485000,2840,installed,1983,good,gas,4,Antwerp
house,435000,2150,installed,1968,justrenovated,gas,2,Antwerp
apartment,675000,2018,installed,1932,justrenovated,gas,4,Antwerp
apartment,269000,2800,hyperequipped,1952,justrenovated,gas,1,Antwerp
apartment,675000,2000,installed,1932,justrenovated,gas,4,Antwerp
apartment,279000,2800,hyperequipped,1952,justrenovated,gas,2,Antwerp
apartment,225000,1300,semiequipped,1976,good,gas,2,Brabant Wallonia
apartment,175000,1400,installed,1968,good,fueloil,2,Brabant Wallonia
apartment,585000,1332,installed,2013,justrenovated,gas,2,Brabant Wallonia
apartment,475000,1300,installed,2013,justrenovated,gas,3,Brabant Wallonia
house,595000,1410,installed,1954,torenovate,gas,4,Brabant Wallonia
apartment,580000,1332,installed,2020,good,gas,2,Brabant Wallonia
house,495000,1350,installed,1990,justrenovated,fueloil,3,Brabant Wallonia
apartment,300000,1480,semiequipped,2014,good,electric,3,Brabant Wallonia
house,650000,1470,hyperequipped,1971,justrenovated,gas,5,Brabant Wallonia
house,570000,1330,installed,1900,torenovate,gas,5,Brabant Wallonia
house,650000,1476,hyperequipped,1971,justrenovated,gas,5,Brabant Wallonia
house,549000,1428,semiequipped,1967,good,gas,6,Brabant Wallonia
apartment,370000,1490,installed,2017,good,gas,2,Brabant Wallonia
house,590000,1400,hyperequipped,1965,justrenovated,gas,4,Brabant Wallonia
house,350000,1490,notinstalled,1930,justrenovated,gas,3,Brabant Wallonia
house,595000,1410,hyperequipped,1967,good,fueloil,3,Brabant Wallonia
house,595000,1420,hyperequipped,1967,good,fueloil,3,Brabant Wallonia
house,360000,1340,installed,2004,good,gas,3,Brabant Wallonia
house,550000,1350,hyperequipped,2020,justrenovated,gas,4,Brabant Wallonia
apartment,215000,1300,installed,1976,torenovate,gas,2,Brabant Wallonia
house,549000,1300,installed,1989,good,gas,4,Brabant Wallonia
apartment,360000,1300,hyperequipped,2021,justrenovated,gas,2,Brabant Wallonia
house,785000,1380,installed,1976,justrenovated,fueloil,3,Brabant Wallonia
house,795000,1420,hyperequipped,1997,justrenovated,fueloil,4,Brabant Wallonia
house,285000,1460,installed,1962,good,fueloil,3,Brabant Wallonia
house,425000,1480,hyperequipped,2008,justrenovated,gas,6,Brabant Wallonia
house,740000,1410,semiequipped,1975,torenovate,fueloil,6,Brabant Wallonia
apartment,370000,1490,hyperequipped,2017,justrenovated,gas,2,Brabant Wallonia
house,795000,1330,installed,1971,justrenovated,gas,4,Brabant Wallonia
apartment,377000,1435,hyperequipped,2022,justrenovated,gas,2,Brabant Wallonia
house,525000,1300,hyperequipped,1991,good,gas,4,Brabant Wallonia
apartment,385000,1380,installed,2018,good,gas,2,Brabant Wallonia
apartment,445000,1325,semiequipped,2021,good,gas,3,Brabant Wallonia
house,695000,1410,hyperequipped,1970,torenovate,gas,5,Brabant Wallonia
house,585000,1410,installed,1985,good,gas,3,Brabant Wallonia
house,379000,1421,installed,1979,good,gas,3,Brabant Wallonia
house,390000,1330,installed,1977,good,electric,3,Brabant Wallonia
apartment,390000,1340,hyperequipped,2003,good,gas,2,Brabant Wallonia
house,425000,1350,installed,1850,good,gas,6,Brabant Wallonia
house,550000,1490,semiequipped,1850,torenovate,fueloil,4,Brabant Wallonia
apartment,375000,1380,installed,2018,good,gas,2,Brabant Wallonia
house,295000,1490,installed,1945,justrenovated,gas,3,Brabant Wallonia
house,375000,1341,installed,1978,torenovate,gas,3,Brabant Wallonia
apartment,210000,1480,installed,1996,good,electric,2,Brabant Wallonia
house,350000,1325,semiequipped,1968,torenovate,fueloil,2,Brabant Wallonia
house,299999,1357,notinstalled,1850,torenovate,fueloil,2,Brabant Wallonia
house,300000,1420,semiequipped,1899,torenovate,wood,4,Brabant Wallonia
house,595000,1370,installed,2009,good,fueloil,5,Brabant Wallonia
house,250000,1420,installed,1950,torenovate,gas,4,Brabant Wallonia
house,549000,1420,semiequipped,1967,good,gas,6,Brabant Wallonia
apartment,330000,1400,hyperequipped,1974,good,electric,3,Brabant Wallonia
house,625000,1435,installed,2007,good,gas,5,Brabant Wallonia
house,495000,1380,semiequipped,1958,torenovate,fueloil,2,Brabant Wallonia
house,599000,1300,semiequipped,1890,good,fueloil,4,Brabant Wallonia
apartment,249000,1300,installed,1990,good,gas,2,Brabant Wallonia
house,695000,1400,installed,1900,good,gas,7,Brabant Wallonia
house,349000,1341,semiequipped,1970,torenovate,fueloil,3,Brabant Wallonia
house,690000,1430,hyperequipped,1896,good,gas,5,Brabant Wallonia
house,645000,1325,hyperequipped,1970,justrenovated,fueloil,3,Brabant Wallonia
house,360000,1360,semiequipped,1920,torenovate,fueloil,4,Brabant Wallonia
house,599000,1301,installed,1988,good,fueloil,5,Brabant Wallonia
house,435000,1470,semiequipped,1976,torenovate,fueloil,3,Brabant Wallonia
house,345000,1490,semiequipped,1936,good,fueloil,3,Brabant Wallonia
apartment,395000,1300,installed,1990,good,gas,3,Brabant Wallonia
house,345000,1480,semiequipped,1956,good,gas,3,Brabant Wallonia
house,450000,1410,semiequipped,1960,good,gas,3,Brabant Wallonia
house,650000,1470,hyperequipped,1981,justrenovated,electric,4,Brabant Wallonia
apartment,360000,1348,semiequipped,2008,justrenovated,gas,2,Brabant Wallonia
apartment,275000,1380,notinstalled,2018,good,gas,1,Brabant Wallonia
house,795000,1420,hyperequipped,2002,justrenovated,gas,4,Brabant Wallonia
house,615000,1410,hyperequipped,1970,justrenovated,fueloil,4,Brabant Wallonia
house,275000,1357,installed,1937,good,fueloil,3,Brabant Wallonia
house,395000,1435,semiequipped,1972,torenovate,fueloil,4,Brabant Wallonia
house,550000,1300,installed,1969,torenovate,fueloil,3,Brabant Wallonia
apartment,375000,1490,hyperequipped,2017,justrenovated,gas,3,Brabant Wallonia
house,515000,1410,semiequipped,1962,good,fueloil,3,Brabant Wallonia
house,239000,1480,semiequipped,1950,good,gas,3,Brabant Wallonia
house,595000,1435,semiequipped,1929,good,fueloil,4,Brabant Wallonia
house,495000,1332,installed,1976,good,gas,3,Brabant Wallonia
house,335000,1490,installed,1932,good,gas,3,Brabant Wallonia
house,795000,1330,hyperequipped,1900,good,gas,5,Brabant Wallonia
apartment,265000,1300,installed,1960,good,gas,3,Brabant Wallonia
apartment,320000,1380,installed,2018,good,gas,2,Brabant Wallonia
house,675000,1410,installed,1974,good,fueloil,5,Brabant Wallonia
house,375000,1370,semiequipped,1874,good,fueloil,3,Brabant Wallonia
apartment,295000,1400,hyperequipped,2008,justrenovated,gas,3,Brabant Wallonia
apartment,150000,1300,semiequipped,1968,torenovate,gas,1,Brabant Wallonia
house,395000,1457,notinstalled,1900,good,fueloil,4,Brabant Wallonia
apartment,475000,1410,semiequipped,1998,justrenovated,gas,3,Brabant Wallonia
house,545000,1348,hyperequipped,1982,good,gas,6,Brabant Wallonia
house,395000,1330,notinstalled,1958,good,fueloil,4,Brabant Wallonia
house,299900,1367,notinstalled,1850,good,gas,4,Brabant Wallonia
apartment,150000,1348,semiequipped,1993,good,electric,1,Brabant Wallonia
house,650000,1440,hyperequipped,1964,good,gas,5,Brabant Wallonia
house,225000,1495,installed,1996,justrenovated,gas,3,Brabant Wallonia
house,445000,1330,installed,1990,torenovate,fueloil,3,Brabant Wallonia
house,515000,1400,installed,1999,good,fueloil,4,Brabant Wallonia
apartment,425000,1420,hyperequipped,1990,good,gas,3,Brabant Wallonia
house,795000,1410,hyperequipped,1997,justrenovated,fueloil,4,Brabant Wallonia
house,200000,1400,installed,1967,good,gas,2,Brabant Wallonia
house,450000,1428,semiequipped,1918,torenovate,gas,4,Brabant Wallonia
house,695000,1310,installed,2010,justrenovated,gas,4,Brabant Wallonia
apartment,325000,1300,installed,1992,torenovate,gas,3,Brabant Wallonia
apartment,299000,1430,installed,2010,justrenovated,electric,2,Brabant Wallonia
apartment,220000,1480,installed,1975,good,gas,2,Brabant Wallonia
house,645000,1330,hyperequipped,1975,good,fueloil,5,Brabant Wallonia
house,424000,1350,installed,2012,justrenovated,pellet,4,Brabant Wallonia
apartment,547500,1420,hyperequipped,2021,justrenovated,gas,3,Brabant Wallonia
apartment,305000,1400,hyperequipped,2004,justrenovated,electric,3,Brabant Wallonia
house,250000,1400,semiequipped,1979,torenovate,wood,2,Brabant Wallonia
house,175000,1480,installed,1899,torenovate,gas,3,Brabant Wallonia
house,395000,1420,hyperequipped,1930,good,gas,3,Brabant Wallonia
house,525000,1360,hyperequipped,1753,justrenovated,fueloil,4,Brabant Wallonia
house,525000,1315,hyperequipped,1753,justrenovated,fueloil,4,Brabant Wallonia
house,240000,1370,installed,1900,justrenovated,fueloil,3,Brabant Wallonia
house,525000,1310,semiequipped,1910,good,gas,4,Brabant Wallonia
house,580000,1410,installed,1975,justrenovated,gas,3,Brabant Wallonia
house,265000,1350,installed,1957,good,fueloil,2,Brabant Wallonia
house,385000,1390,notinstalled,1905,torenovate,fueloil,4,Brabant Wallonia
house,600000,1400,hyperequipped,1900,justrenovated,gas,6,Brabant Wallonia
apartment,295000,1325,installed,2007,good,fueloil,2,Brabant Wallonia
house,315000,1300,hyperequipped,1920,good,gas,3,Brabant Wallonia
house,250000,1400,installed,1800,torenovate,gas,4,Brabant Wallonia
house,699000,1330,hyperequipped,2022,good,gas,6,Brabant Wallonia
house,420000,1410,installed,1974,torenovate,gas,5,Brabant Wallonia
house,550000,1420,hyperequipped,1988,justrenovated,electric,3,Brabant Wallonia
house,690000,1300,hyperequipped,2021,justrenovated,gas,3,Brabant Wallonia
apartment,445000,1340,hyperequipped,1945,justrenovated,gas,2,Brabant Wallonia
apartment,390000,1330,installed,2000,good,gas,2,Brabant Wallonia
apartment,374500,1420,hyperequipped,2021,justrenovated,gas,2,Brabant Wallonia
house,715000,1330,hyperequipped,1938,good,gas,3,Brabant Wallonia
house,460000,1435,installed,2019,good,gas,3,Brabant Wallonia
house,295000,1367,installed,1960,torenovate,fueloil,3,Brabant Wallonia
apartment,385000,1400,installed,2020,justrenovated,gas,2,Brabant Wallonia
house,135000,1430,semiequipped,1900,torenovate,gas,3,Brabant Wallonia
house,755000,1410,installed,2023,justrenovated,gas,4,Brabant Wallonia
house,330000,1320,semiequipped,1977,good,fueloil,3,Brabant Wallonia
house,745000,1301,hyperequipped,2022,justrenovated,gas,4,Brabant Wallonia
house,380000,1370,semiequipped,1994,good,fueloil,3,Brabant Wallonia
house,375000,1400,installed,1900,justrenovated,gas,4,Brabant Wallonia
apartment,299000,1410,hyperequipped,1970,justrenovated,gas,2,Brabant Wallonia
house,295000,1428,semiequipped,1955,good,gas,2,Brabant Wallonia
house,425000,1350,installed,1870,good,fueloil,5,Brabant Wallonia
apartment,250000,1480,installed,2005,good,electric,2,Brabant Wallonia
apartment,490000,1410,installed,1969,good,gas,4,Brabant Wallonia
house,570000,1420,hyperequipped,1988,good,pellet,3,Brabant Wallonia
apartment,291500,1300,installed,2021,justrenovated,gas,2,Brabant Wallonia
apartment,319500,1420,hyperequipped,2023,good,gas,2,Brabant Wallonia
apartment,250000,1495,semiequipped,1977,good,fueloil,2,Brabant Wallonia
house,425000,1495,semiequipped,1989,justrenovated,electric,3,Brabant Wallonia
house,569000,1300,hyperequipped,2022,justrenovated,gas,2,Brabant Wallonia
house,745000,1460,hyperequipped,1974,good,fueloil,4,Brabant Wallonia
apartment,199000,1400,semiequipped,1972,good,gas,2,Brabant Wallonia
house,745000,1430,hyperequipped,1974,good,fueloil,4,Brabant Wallonia
apartment,285000,1420,installed,1992,good,electric,2,Brabant Wallonia
house,700000,1348,hyperequipped,2010,good,gas,7,Brabant Wallonia
house,434000,1410,installed,1961,torenovate,fueloil,3,Brabant Wallonia
house,525000,1367,hyperequipped,1753,justrenovated,fueloil,4,Brabant Wallonia
house,415000,1367,installed,1960,torenovate,fueloil,3,Brabant Wallonia
house,580000,1420,installed,1975,justrenovated,gas,3,Brabant Wallonia
house,725000,1330,hyperequipped,1970,justrenovated,electric,6,Brabant Wallonia
apartment,290000,1420,installed,2005,justrenovated,gas,2,Brabant Wallonia
house,425000,1340,semiequipped,1920,good,gas,2,Brabant Wallonia
house,725000,1457,installed,1850,good,fueloil,7,Brabant Wallonia
house,350000,1430,installed,2010,good,gas,4,Brabant Wallonia
house,695000,1410,installed,2010,justrenovated,gas,4,Brabant Wallonia
house,247000,1310,semiequipped,1939,torenovate,gas,1,Brabant Wallonia
apartment,325000,1400,hyperequipped,2020,justrenovated,gas,2,Brabant Wallonia
house,690000,1420,hyperequipped,1980,good,gas,5,Brabant Wallonia
house,250000,1350,installed,1850,good,fueloil,4,Brabant Wallonia
house,250000,1495,semiequipped,1977,good,fueloil,2,Brabant Wallonia
house,445000,1420,hyperequipped,1973,good,electric,2,Brabant Wallonia
apartment,260000,1420,installed,2005,good,electric,2,Brabant Wallonia
house,375000,1332,hyperequipped,1950,good,gas,3,Brabant Wallonia
apartment,346100,1300,installed,2021,justrenovated,gas,2,Brabant Wallonia
apartment,435000,1332,installed,2018,good,gas,2,Brabant Wallonia
house,350000,1332,semiequipped,1920,justrenovated,fueloil,3,Brabant Wallonia
house,645000,1380,semiequipped,1958,justrenovated,fueloil,5,Brabant Wallonia
house,320000,1340,semiequipped,1925,torenovate,fueloil,3,Brabant Wallonia
house,650000,1421,installed,1979,torenovate,gas,5,Brabant Wallonia
house,450000,1440,notinstalled,1932,torenovate,fueloil,3,Brabant Wallonia
house,298000,1470,semiequipped,1978,torenovate,gas,3,Brabant Wallonia
house,500000,1380,hyperequipped,1978,justrenovated,gas,3,Brabant Wallonia
